Date,PM-1000,W,S,F,Z,G,Dir,LWT,Aberdeen,Auchencorth Moss,Belfast Centre,Blackpool Marton,Bristol St Paul's,Cardiff Centre,Chesterfield Loundsley Green,Chilbolton Observatory,Derry Rosemount,Eastbourne,Edinburgh St Leonards,Glasgow Townhead,Hull Freetown,Leamington Spa,Leeds Centre,London Bexley,London Bloomsbury,London Eltham,London N. Kensington,Manchester Piccadilly,Newcastle Centre,Newport,Norwich Lakenfields,Nottingham Centre,Oxford St Ebbes,Plymouth Centre,Portsmouth,Preston,Reading New Town,Rochester Stoke,Salford Eccles,Sheffield Devonshire Green,Southampton Centre,Southend-on-Sea,Stoke-on-Trent Centre,Wigan Centre,Wirral Tranmere,York Bootham
31/03/2010,3.6,6,-27.8,28.5,60.5,41.5,347.8,20,3,No data,14,No data,6,7,No data,No data,No data,11,4,No data,8,7,9,No data,7,No data,No data,No data,7,1,8,8,4,5,16,No data,3,No data,5,No data,7,No data,9,No data,No data,5
01/04/2010,4.3,15.9,-5,16.7,12.2,17.8,287.4,16,9,3,21,No data,12,18,No data,No data,No data,14,10,No data,13,11,13,No data,12,No data,12,No data,7,7,8,9,9,10,21,No data,9,No data,10,No data,14,No data,12,No data,No data,9
02/04/2010,4.9,-2.3,10,10.2,46.1,25.2,166.7,20,14,7,24,No data,8,10,No data,No data,No data,No data,12,No data,14,9,17,No data,10,No data,13,No data,14,6,13,12,9,14,23,No data,7,No data,6,No data,13,No data,12,No data,No data,14
03/04/2010,8.3,-2.5,-3.3,4.1,46.4,23.6,38,20,22,No data,18,No data,9,9,No data,No data,No data,No data,12,No data,17,10,17,No data,9,No data,12,No data,13,7,13,13,10,9,21,No data,8,No data,8,No data,13,No data,16,No data,No data,10
04/04/2010,10,10.1,-1.2,10.2,-6.8,10.7,276.9,16,9,3,13,No data,11,10,No data,No data,No data,No data,8,No data,14,12,13,No data,11,No data,13,No data,9,9,16,13,9,8,17,No data,7,No data,10,No data,No data,No data,15,No data,No data,9
05/04/2010,8,21.8,31.6,38.4,12.6,38.9,214.5,15,17,4,21,No data,14,15,No data,No data,No data,18,7,No data,14,13,11,No data,9,No data,15,No data,7,13,14,12,12,22,25,No data,10,No data,6,No data,16,No data,14,No data,No data,11
06/04/2010,8.7,12.1,16.1,20.1,22,22.9,216.9,25,24,4,17,No data,16,24,No data,No data,No data,23,7,No data,19,17,18,No data,12,No data,17,No data,11,17,19,17,15,17,27,No data,13,No data,13,No data,No data,No data,18,No data,No data,15
07/04/2010,17.5,9.6,-2.1,9.9,-7.3,10.5,282.5,16,14,7,20,No data,9,27,No data,No data,No data,29,13,No data,19,16,15,No data,21,No data,No data,No data,10,7,34,No data,15,12,27,No data,14,No data,18,No data,13,No data,26,No data,No data,13
08/04/2010,23,12.4,-2.9,12.7,-30.3,19.8,283,0,10,7,27,No data,20,27,No data,No data,No data,22,14,No data,18,19,19,No data,17,No data,No data,No data,11,17,16,23,14,11,24,No data,15,No data,28,No data,No data,No data,30,No data,No data,16
09/04/2010,25,3.9,9.4,10.2,-41.4,23.1,202.9,0,19,No data,39,No data,34,32,No data,No data,No data,33,15,No data,30,25,27,No data,No data,No data,36,No data,15,19,23,31,23,18,36,No data,21,No data,32,No data,No data,No data,39,No data,No data,22
10/04/2010,25.9,0.6,9.4,9.4,-41.7,22.9,183.4,0,22,No data,36,No data,42,39,No data,No data,No data,22,21,No data,41,32,41,No data,17,No data,26,No data,24,27,19,39,28,28,36,No data,26,No data,42,No data,No data,No data,44,No data,No data,32
11/04/2010,27.2,-3.4,2.8,4.5,-34.1,17.6,129.3,0,18,No data,58,No data,13,16,No data,No data,No data,20,24,No data,16,12,16,No data,11,No data,16,No data,11,15,16,14,15,14,23,No data,12,No data,24,No data,No data,No data,15,No data,No data,14
12/04/2010,27.5,-5.8,-5,7.6,-24.9,14.6,49,0,17,No data,46,No data,31,33,No data,No data,No data,24,23,No data,23,30,29,No data,20,No data,25,No data,16,30,21,34,25,21,32,No data,20,No data,34,No data,No data,No data,36,No data,No data,17
13/04/2010,26.5,-8.6,-6,10.5,-18.7,14.1,55.4,1,22,14,34,No data,24,27,No data,No data,No data,25,22,No data,18,23,23,No data,17,No data,18,No data,15,28,15,19,19,23,29,No data,16,No data,26,No data,No data,No data,21,No data,No data,20
14/04/2010,23.5,-6.5,-4,7.7,-16.5,11.3,58.9,0,13,9,26,No data,25,28,No data,No data,No data,26,14,No data,27,26,21,No data,21,No data,26,No data,12,25,26,30,28,21,33,No data,21,No data,23,No data,No data,No data,33,No data,No data,21
15/04/2010,22.6,-3.2,-7,7.7,-32.9,18.2,24.7,0,13,No data,44,No data,30,39,No data,No data,No data,32,18,No data,17,28,20,No data,21,No data,25,No data,11,36,23,24,21,30,40,No data,22,No data,21,No data,No data,No data,27,No data,No data,16
16/04/2010,21.1,5.5,-2.6,6.1,-46,23.8,294.8,0,37,12,35,No data,24,25,No data,No data,No data,24,21,No data,39,27,33,No data,15,No data,22,No data,18,22,27,31,21,20,27,No data,21,No data,31,No data,No data,No data,30,No data,No data,28
17/04/2010,15.9,11.1,-5.4,12.4,-13.2,14,295.6,7,10,3,31,No data,36,39,No data,No data,No data,36,9,No data,53,35,38,No data,22,No data,36,No data,18,32,27,No data,29,48,44,No data,32,No data,41,No data,No data,No data,51,No data,No data,32
18/04/2010,16.2,-3,-6,6.6,-12.9,9.3,26.3,1,8,4,16,No data,49,49,No data,No data,No data,58,8,No data,21,36,28,No data,27,No data,41,No data,9,35,22,34,35,40,63,No data,37,No data,40,No data,No data,No data,36,No data,No data,21
19/04/2010,16.6,7.9,-0.6,8,-6.5,8.6,274.1,16,12,5,18,No data,57,64,No data,No data,No data,33,12,No data,12,30,19,No data,20,No data,31,No data,12,52,14,22,35,26,50,No data,35,No data,18,No data,No data,No data,27,No data,No data,14
20/04/2010,17.4,5.8,-15.8,16.8,-10.4,17.6,339.7,18,7,4,23,No data,21,26,No data,No data,No data,33,9,No data,13,23,18,No data,16,No data,21,No data,9,29,17,23,19,17,35,No data,18,No data,19,No data,No data,No data,22,No data,No data,12
21/04/2010,17.3,1.2,-6.6,6.7,-32.4,17.5,349.2,0,12,3,35,No data,23,25,No data,No data,No data,25,14,No data,13,18,14,No data,13,No data,18,No data,10,No data,16,17,17,18,24,No data,15,No data,15,No data,No data,No data,20,No data,No data,11
22/04/2010,13.6,4,-4.3,5.9,-22.1,12.5,316.8,0,14,11,50,No data,26,27,No data,No data,No data,26,19,No data,27,32,27,No data,14,No data,21,No data,16,No data,15,31,27,23,32,No data,24,No data,29,No data,No data,No data,32,No data,No data,22
23/04/2010,11.1,1.1,5.6,5.7,-17.1,10.3,191.6,0,8,16,50,No data,40,37,No data,No data,No data,31,20,No data,50,38,39,No data,21,No data,28,No data,28,No data,25,48,34,36,34,No data,29,No data,42,No data,No data,No data,43,No data,No data,34
24/04/2010,14.9,-1.2,15.2,15.2,-0.4,15.2,175.3,14,32,25,57,No data,52,57,No data,No data,No data,56,40,No data,48,43,52,No data,34,No data,43,No data,41,53,40,44,42,46,58,No data,42,No data,39,No data,No data,No data,47,No data,No data,49
25/04/2010,19,8.4,7.1,11,22.2,15.6,229.7,20,52,14,20,No data,22,38,No data,No data,No data,43,35,No data,38,28,40,No data,32,No data,40,No data,30,22,45,31,30,19,54,No data,28,No data,21,No data,No data,No data,24,No data,No data,37
26/04/2010,19.2,13.1,0.9,13.2,-16,15.4,266,6,11,4,19,No data,16,22,No data,No data,No data,22,10,No data,16,18,17,No data,14,No data,19,No data,10,12,18,17,14,17,28,No data,13,No data,11,No data,No data,No data,15,No data,No data,13
27/04/2010,18.4,7.3,17.8,19.3,-20.5,21.8,202.3,4,19,7,28,No data,19,32,No data,No data,No data,27,11,No data,22,21,21,No data,17,No data,26,No data,18,17,24,24,18,19,34,No data,17,No data,18,No data,No data,No data,19,No data,No data,21
28/04/2010,12,14.7,14.1,20.4,12,21.2,226.2,15,20,9,24,No data,24,31,No data,No data,No data,43,12,No data,28,30,29,No data,19,No data,24,No data,15,27,29,No data,22,26,46,No data,22,No data,24,No data,No data,No data,26,No data,No data,29
29/04/2010,7.6,10.8,0.1,10.9,3.8,11,269.3,16,13,4,16,No data,16,15,No data,No data,No data,34,9,No data,19,25,17,No data,26,No data,31,No data,9,9,30,16,20,13,55,No data,28,No data,12,No data,No data,No data,18,No data,No data,14
30/04/2010,8.7,10.3,-3.5,10.9,19.9,14.8,288.8,26,8,4,14,No data,15,18,No data,No data,No data,21,10,No data,No data,15,18,No data,15,No data,No data,No data,8,10,14,14,11,14,26,No data,11,No data,13,No data,No data,No data,13,No data,No data,13
01/05/2010,13.8,-3.9,-4.1,5.7,12,8.2,43.6,20,10,8,No data,No data,12,15,No data,No data,No data,21,13,No data,No data,12,16,No data,15,No data,No data,No data,10,No data,13,15,8,9,21,No data,No data,No data,10,No data,No data,No data,18,No data,No data,12
02/05/2010,19.9,-6.1,-11.8,13.3,0.9,13.3,27.3,11,8,6,No data,No data,11,10,No data,No data,No data,13,9,No data,No data,13,12,No data,13,No data,No data,No data,7,No data,13,13,11,7,18,No data,No data,No data,10,No data,No data,No data,11,No data,No data,9
03/05/2010,24.9,-1.9,-11.7,11.9,-26,17.6,9.5,0,8,6,No data,No data,12,11,No data,No data,No data,15,13,No data,No data,10,12,No data,12,No data,No data,No data,7,No data,10,10,12,8,20,No data,No data,No data,9,No data,No data,No data,12,No data,No data,8
04/05/2010,25,4,-9.5,10.4,-25.9,16.6,337,0,8,8,No data,No data,14,15,No data,No data,No data,18,16,No data,No data,17,19,No data,13,No data,No data,No data,12,No data,20,20,17,12,22,No data,No data,No data,17,No data,No data,No data,19,No data,No data,15
05/05/2010,22.4,1.7,-7.7,7.8,-2.4,7.9,347.5,18,7,5,No data,No data,15,62,No data,No data,No data,22,10,No data,No data,23,No data,No data,19,No data,No data,No data,13,No data,12,27,22,15,31,No data,No data,No data,18,No data,No data,No data,27,No data,No data,21
06/05/2010,18,-8.6,-8,11.8,5.7,12.2,47.1,11,6,4,No data,No data,24,20,No data,No data,No data,21,7,No data,No data,21,25,No data,18,No data,23,No data,9,No data,16,25,22,16,30,No data,No data,No data,18,No data,No data,No data,26,No data,No data,13
07/05/2010,17.4,-13.7,-4.1,14.3,-9.6,15.1,73.4,12,17,10,No data,No data,16,16,No data,No data,No data,22,16,No data,28,15,21,No data,16,No data,20,No data,13,No data,15,19,16,14,29,No data,No data,No data,17,No data,No data,No data,17,No data,No data,18
08/05/2010,17.6,-9.6,-8.5,12.8,-14.8,14.8,48.7,1,12,8,No data,No data,12,14,No data,No data,No data,16,12,No data,26,14,26,No data,11,No data,15,No data,12,No data,9,18,10,8,20,No data,No data,No data,18,No data,No data,No data,19,No data,No data,19
09/05/2010,13.8,-4.2,-9.1,10,-16.3,12.9,24.5,1,10,7,No data,No data,16,19,No data,No data,No data,21,12,No data,19,16,15,No data,12,No data,20,No data,9,No data,11,18,13,9,24,No data,No data,No data,12,No data,No data,No data,14,No data,No data,No data
10/05/2010,14.3,-2.8,-12.6,12.9,-15.3,15,12.8,8,7,6,No data,No data,14,20,No data,No data,No data,18,8,No data,17,17,16,No data,12,No data,18,No data,10,No data,10,17,13,14,25,No data,No data,No data,14,No data,No data,No data,17,No data,No data,No data
11/05/2010,14.6,-0.8,-8.8,8.9,-4,9.1,5.5,18,7,6,No data,No data,16,16,No data,No data,No data,16,9,No data,16,12,24,No data,10,No data,16,No data,10,No data,8,15,12,16,22,No data,No data,No data,20,No data,No data,No data,20,No data,No data,No data
12/05/2010,14.4,1.4,-0.4,1.5,-26.8,13.5,285.1,0,No data,6,No data,No data,18,16,No data,No data,No data,18,7,No data,14,15,17,No data,10,No data,17,No data,12,No data,7,16,13,12,24,No data,No data,No data,17,No data,No data,No data,19,No data,No data,No data
13/05/2010,10.3,11.3,10.3,15.3,6.2,15.6,227.8,15,No data,8,No data,No data,23,19,No data,No data,No data,21,11,No data,18,20,31,No data,16,No data,24,No data,14,No data,9,21,16,11,29,No data,No data,No data,18,No data,No data,No data,18,No data,No data,No data
14/05/2010,12.3,7.5,1,7.6,14.7,10.6,262.1,26,No data,4,No data,No data,13,14,No data,No data,No data,25,9,No data,24,22,24,No data,17,No data,26,No data,12,No data,26,23,21,10,30,No data,No data,No data,14,No data,No data,No data,18,No data,No data,No data
15/05/2010,13.4,14.9,0.5,14.9,-0.2,14.9,268,16,No data,8,No data,No data,17,18,No data,No data,No data,26,15,No data,19,19,21,No data,15,No data,24,No data,12,No data,24,22,14,13,23,No data,No data,No data,18,No data,No data,No data,32,No data,No data,No data
16/05/2010,15.2,10.2,-5,11.4,1.1,11.4,296.3,17,No data,5,No data,No data,16,16,No data,No data,No data,26,12,No data,16,14,17,No data,14,No data,22,No data,12,No data,17,19,12,17,30,No data,No data,No data,12,No data,No data,No data,15,No data,No data,No data
17/05/2010,20.4,7,-0.9,7.1,-24.8,14.3,277.1,0,No data,No data,No data,No data,16,15,No data,No data,No data,No data,13,No data,14,19,23,No data,16,No data,23,No data,10,No data,13,20,13,12,24,No data,No data,No data,13,No data,No data,No data,19,No data,No data,No data
18/05/2010,23.3,3.4,11.5,12,-21.7,16.2,196.7,4,No data,No data,No data,No data,20,21,No data,No data,No data,No data,17,No data,23,30,26,No data,26,No data,37,No data,18,No data,16,30,23,19,28,No data,No data,No data,24,No data,No data,No data,27,No data,No data,No data
19/05/2010,24.1,4.9,5.2,7.2,-23.8,13.9,223.7,0,No data,No data,No data,No data,16,16,No data,No data,No data,No data,9,No data,33,24,29,No data,21,No data,30,No data,14,No data,26,No data,21,17,33,No data,No data,No data,20,No data,No data,No data,20,No data,No data,22
20/05/2010,27,3.8,3.7,5.3,-28.8,15.3,226.2,0,No data,No data,No data,No data,15,15,No data,No data,No data,No data,12,No data,No data,20,27,No data,24,No data,32,No data,8,No data,22,No data,17,17,31,No data,No data,No data,18,No data,No data,No data,19,No data,No data,No data
21/05/2010,26.8,-0.3,4.1,4.1,-33,17,175.2,0,No data,12,No data,No data,24,25,No data,No data,No data,No data,No data,No data,22,21,26,No data,26,No data,34,No data,13,No data,12,No data,19,21,29,No data,No data,No data,20,No data,No data,No data,30,No data,No data,No data
22/05/2010,25.1,-0.4,1.4,1.4,-24.4,12.3,164,0,No data,8,No data,No data,No data,16,No data,No data,No data,No data,No data,No data,18,14,No data,No data,22,No data,28,No data,15,No data,10,No data,13,18,26,No data,No data,No data,24,No data,No data,No data,18,No data,No data,No data
23/05/2010,20.7,1.8,-2.4,3,-14.2,7.7,322.3,0,No data,14,No data,No data,No data,19,No data,No data,No data,No data,21,No data,No data,18,No data,No data,16,No data,21,No data,16,No data,12,No data,14,25,22,No data,No data,No data,22,No data,No data,No data,23,No data,No data,No data
24/05/2010,15.4,-3,-10.1,10.6,-13.8,12.6,16.2,8,No data,10,No data,No data,No data,No data,No data,No data,No data,No data,15,No data,21,30,36,No data,20,No data,24,No data,16,No data,19,No data,19,18,30,No data,No data,No data,30,No data,No data,No data,38,No data,No data,20
25/05/2010,13.8,-5.8,-6.8,9,-15.5,11.9,40.6,1,No data,8,No data,No data,27,No data,No data,No data,No data,No data,10,No data,17,21,33,No data,17,No data,24,No data,10,No data,14,18,20,34,43,No data,No data,No data,28,No data,No data,No data,24,No data,No data,16
26/05/2010,13,-1.2,-9,9.1,0.8,9.1,7.9,18,No data,6,No data,No data,21,No data,No data,No data,No data,No data,10,No data,13,18,31,No data,14,No data,22,No data,13,No data,11,18,17,28,30,No data,No data,No data,20,No data,No data,No data,20,No data,No data,17
27/05/2010,11.9,4,-8,8.9,18.4,12.8,333.4,20,No data,3,No data,No data,20,No data,No data,No data,No data,No data,8,No data,14,No data,22,No data,19,No data,22,No data,8,No data,15,18,13,16,28,No data,No data,No data,9,No data,No data,No data,15,No data,No data,11
28/05/2010,11.8,7.9,-0.3,8,-1.5,8,272.2,16,No data,3,No data,No data,13,No data,No data,No data,No data,No data,9,No data,12,21,16,No data,14,No data,19,No data,8,No data,14,12,10,16,25,No data,No data,No data,9,No data,No data,No data,13,No data,No data,7
29/05/2010,13.2,0.1,4.6,4.6,31.1,16.2,181.9,20,No data,7,No data,No data,19,No data,No data,No data,No data,27,13,No data,15,18,20,No data,14,No data,22,No data,11,No data,16,16,14,16,28,No data,No data,No data,14,No data,19,No data,16,No data,No data,16
30/05/2010,14.6,-1.4,-12.8,12.9,1.7,12.9,6.2,18,No data,5,No data,No data,12,No data,No data,No data,No data,21,10,No data,14,15,12,No data,14,No data,No data,No data,9,No data,12,14,9,10,23,No data,No data,No data,10,No data,11,No data,14,No data,No data,14
31/05/2010,17.1,-0.8,7,7.1,-20.7,12.5,173.5,0,No data,7,No data,No data,15,No data,No data,No data,No data,20,15,No data,21,23,22,No data,14,No data,No data,No data,13,No data,17,23,16,10,20,No data,No data,No data,15,No data,12,No data,20,No data,No data,18
01/06/2010,14.3,5.9,1.7,6.1,-9.4,7.7,254.3,6,No data,8,No data,No data,18,No data,No data,No data,No data,29,15,No data,31,28,34,No data,20,No data,No data,No data,24,No data,20,24,20,9,31,No data,No data,No data,20,No data,22,No data,26,No data,No data,28
02/06/2010,15.4,8.8,2.1,9,-32.8,18.7,256.3,0,No data,7,No data,No data,18,No data,No data,No data,No data,34,16,No data,31,25,29,No data,25,No data,No data,No data,14,No data,15,33,16,16,32,No data,No data,No data,25,No data,23,No data,38,No data,No data,27
03/06/2010,17.5,-4.9,8.4,9.8,-30.8,18.2,149.9,0,No data,10,No data,No data,No data,No data,No data,No data,No data,20,20,No data,24,23,30,No data,19,No data,No data,No data,16,No data,12,33,17,18,29,No data,No data,No data,21,No data,24,No data,25,No data,No data,19
04/06/2010,18.2,-0.9,8.8,8.9,-9.4,10,173.9,4,No data,12,No data,No data,No data,No data,No data,No data,No data,38,27,No data,26,26,40,No data,26,No data,No data,No data,24,No data,21,27,21,33,39,No data,No data,No data,26,No data,32,No data,28,No data,No data,No data
05/06/2010,17.9,1.8,-0.7,1.9,-1.7,2.1,292.9,-1,No data,No data,No data,No data,No data,No data,No data,No data,No data,50,30,No data,No data,34,35,No data,36,No data,No data,No data,28,No data,33,36,27,24,51,No data,No data,No data,39,No data,47,No data,52,No data,No data,No data
06/06/2010,14.4,0,-6,6,-2.7,6.1,0.5,-1,No data,No data,No data,No data,19,No data,No data,No data,No data,37,15,No data,No data,26,28,No data,36,No data,No data,No data,20,No data,43,23,20,8,No data,No data,No data,No data,22,No data,16,No data,28,No data,No data,26
07/06/2010,9.7,-3.8,7.8,8.6,6.5,9.2,154.3,13,No data,No data,No data,No data,11,No data,No data,No data,No data,17,14,No data,No data,17,23,No data,10,No data,No data,No data,13,No data,24,17,8,8,No data,No data,No data,No data,12,No data,11,No data,14,No data,No data,20
08/06/2010,9,-9,-0.1,9,32.1,18.4,89.4,20,9,8,No data,No data,11,No data,No data,No data,No data,18,12,No data,21,14,14,No data,10,No data,No data,No data,16,No data,14,17,10,12,No data,No data,No data,No data,12,No data,13,No data,14,No data,No data,9
09/06/2010,13.2,-14.8,-4,15.3,13.5,16.7,75,12,20,8,No data,No data,14,No data,No data,No data,No data,No data,15,No data,No data,22,21,No data,14,No data,No data,No data,14,No data,18,37,14,12,No data,No data,No data,No data,17,No data,16,No data,26,No data,No data,No data
10/06/2010,12.8,-10.2,-9,13.6,-16.8,16,48.7,1,9,7,No data,No data,20,No data,No data,No data,No data,No data,10,No data,29,25,20,No data,19,No data,No data,No data,13,No data,19,22,No data,14,No data,No data,No data,No data,15,No data,17,No data,20,No data,No data,16
11/06/2010,11.2,5.4,-12.6,13.7,0.2,13.7,336.6,17,10,6,No data,No data,15,No data,No data,No data,No data,No data,13,No data,18,23,17,No data,13,No data,No data,No data,10,No data,16,21,16,14,No data,No data,No data,No data,14,No data,15,No data,21,No data,No data,13
12/06/2010,13.9,4.8,-10,11.2,-27.8,17.8,334.2,0,7,6,No data,No data,15,No data,No data,No data,No data,No data,9,No data,7,19,12,No data,13,No data,No data,No data,8,No data,11,16,15,13,No data,No data,No data,No data,12,No data,14,No data,19,No data,No data,9
13/06/2010,17.2,4.3,-3.7,5.7,19.3,11.2,311,20,No data,4,No data,No data,15,No data,No data,No data,No data,No data,8,No data,14,22,16,No data,12,No data,No data,No data,9,No data,16,17,16,12,No data,No data,No data,No data,10,No data,18,No data,14,No data,No data,14
14/06/2010,21.7,-4.8,-8,9.3,-16.4,12.4,31,1,6,4,No data,No data,14,No data,No data,No data,No data,No data,7,No data,15,17,13,No data,18,No data,No data,No data,9,No data,18,17,No data,13,No data,No data,No data,No data,11,No data,15,No data,15,No data,No data,10
15/06/2010,24.8,1.4,-1.7,2.2,-32.6,16.4,319.7,0,14,7,No data,No data,13,No data,No data,No data,No data,No data,12,No data,12,18,15,No data,10,No data,No data,No data,8,No data,10,16,No data,11,No data,No data,No data,No data,11,No data,10,No data,15,No data,No data,11
16/06/2010,22.2,1.8,-2,2.7,-28.7,14.6,318,0,13,5,No data,No data,12,No data,No data,No data,No data,No data,12,No data,14,16,25,No data,10,No data,No data,No data,13,No data,10,13,No data,13,No data,No data,No data,No data,17,No data,14,No data,21,No data,No data,13
17/06/2010,21.4,-0.4,-5.6,5.6,-21.5,12.2,4.6,0,26,6,No data,No data,12,No data,No data,No data,No data,No data,12,No data,12,17,22,No data,12,No data,No data,No data,13,No data,9,14,No data,13,No data,No data,No data,No data,16,No data,13,No data,18,No data,No data,12
18/06/2010,20.8,-2.1,-10.7,10.9,-22.9,15.8,11.1,0,15,14,No data,No data,17,No data,No data,No data,No data,No data,18,No data,20,22,25,No data,12,No data,No data,No data,13,No data,13,22,No data,13,No data,No data,No data,No data,22,No data,12,No data,30,No data,No data,19
19/06/2010,18.3,-2.8,-14.2,14.5,-22.7,18.4,11.2,8,8,5,No data,No data,18,No data,No data,No data,No data,No data,10,No data,10,17,13,No data,10,No data,No data,No data,8,No data,11,14,No data,17,No data,No data,No data,No data,10,No data,12,No data,15,No data,No data,11
20/06/2010,19,3.9,-7,8,-22.9,14,330.7,0,9,6,No data,No data,16,No data,No data,No data,No data,No data,12,No data,14,17,15,No data,10,No data,No data,No data,9,No data,12,17,No data,13,No data,No data,No data,No data,11,No data,14,No data,18,No data,No data,13
21/06/2010,19.8,3,1.2,3.2,-21.4,11.2,247.9,0,17,4,No data,No data,18,No data,No data,No data,No data,No data,11,No data,13,23,19,No data,17,No data,No data,No data,13,No data,7,23,No data,14,No data,No data,No data,No data,16,No data,22,No data,23,No data,No data,16
22/06/2010,18.7,5.8,5.6,8,-14,10.6,225.7,5,21,11,No data,No data,19,No data,No data,No data,No data,No data,19,No data,20,21,23,No data,16,No data,No data,No data,14,No data,19,23,No data,17,No data,No data,No data,No data,23,No data,17,No data,24,No data,No data,18
23/06/2010,17.3,10.2,6.9,12.3,-3.1,12.4,236,15,24,10,No data,No data,21,No data,No data,No data,No data,No data,16,No data,No data,28,26,No data,16,No data,No data,No data,12,No data,25,24,No data,20,No data,No data,No data,No data,21,No data,24,No data,23,No data,No data,19
24/06/2010,15.1,9.6,-2.1,9.8,-15.6,12.5,282.3,6,8,6,No data,No data,18,No data,No data,No data,No data,No data,10,No data,No data,22,21,No data,14,No data,No data,No data,10,No data,20,19,No data,16,No data,No data,No data,No data,13,No data,13,No data,18,No data,No data,17
25/06/2010,14.6,1.5,2.7,3.1,-15.6,8.4,210.3,0,6,8,No data,No data,17,No data,No data,No data,No data,No data,12,No data,No data,22,19,No data,17,No data,No data,No data,12,No data,21,20,No data,12,No data,No data,No data,No data,20,No data,19,No data,18,No data,No data,13
26/06/2010,14.3,-0.2,10,10,-10.5,11.3,178.9,4,15,11,No data,No data,23,No data,No data,No data,No data,No data,16,No data,No data,30,25,No data,25,No data,No data,No data,16,No data,17,29,24,16,No data,No data,No data,No data,21,No data,16,No data,30,No data,No data,18
